Station Code	Station Name	Station Coordinates
SKPI	SIKRIPAI	"19.39167955,83.31988335"
SKPR	SIKARPUR (HALT)	"21.984756,78.945866"
SKPT	SOMANAYAKKANPTI	"12.574502,78.542032"
SKQ	SIKANDARPUR	"28.247689,77.783861"
SKR	SAKHPUR	"21.748977,69.833221"
SKS	SALEKASA	"21.30137,80.492964"
SKSO	SIKOSA	"20.868516,81.285868"
SKT	SAKTI	"22.011735,82.956476"
SKTN	SHAKTINAGAR	"24.124822,82.694263"
SKU	SIKRODA	"26.337115,77.732563"
SKVL	SANKVAL	"15.370771,73.867693"
SKW	SHEIKHUPUR	"28.004102,79.10497"
SKX	SARKARA	"29.167152,79.083538"
SKY	SHIKARA	"22.798417,79.857731"
SKZR	SIRPUR KAGAZNGR	"19.345889,79.489431"
SL	SURATHKAL	"12.988751,74.805737"
SLB	SALBONI	"22.640511,87.321439"
SLBN	SALAI BANWA	"24.426676,83.009434"
SLD	SAKALDIHA	"25.331692,83.289413"
SLF	SILLI	"23.350924,85.833607"
SLG	SIMLAGARH	"23.095839,88.231373"
SLGE	SULERJAVALGE	"17.45883,75.974751"
SLGH	SHELGOAN H	"19.085074,77.582574"
SLGR	SIMALUGURI JN	"26.917631,94.757166"
SLH	SILIARI	"21.425906,81.755104"
SLHA	SALHANA	"23.806549,80.639477"
SLHI	SHILHAURI HALT	"0,0"
SLHP	SULAH HMCHL PDH	"32.071193,76.476045"
SLI	SANGLI	"16.858229,74.588499"
SLJ	SAKRIGALI JN	"25.243609,87.716217"
SLJR	SALGA JHARI	"22.75873,86.229157"
SLKN	SANDAL KALAN	"29.063372,77.012529"
SLKR	SALKA ROAD	"22.36738,82.010536"
SLKX	SALAKATI	"26.44583,90.357399"
SLM	SOMALAPURAM	"14.914265,76.869106"
SLN	SULTANPUR	"26.263247,82.066326"
SLNA	SALAUNA	"25.603296,86.260099"
SLO	SAMALKOT JN	"17.045297,82.169194"
SLOR	SELOO ROAD	"20.77698,78.715239"
SLP	SALPA	"18.007631,74.181232"
SLPM	SHIVALINGAPURAM	"18.197065,83.066597"
SLPR	SILPAPRABESH	"22.058596,88.106575"
SLQ	SALONA ASSAM	"0,0"
SLR	SALOGRA	"30.934771,77.130976"
SLRA	SARLA ROAD	"21.511692,84.017404"
SLRD	SURLA ROAD	"19.176666,84.718795"
SLRP	SALARPUR	"26.752662,82.013283"
SLRW	SHELARWADI	"18.70107,73.706031"
SLS	SALANPUR	"23.759895,86.875935"
SLT	SILAUT	"26.049226,85.443678"
SLTH	SILLAKKUDI	"11.074983,79.031868"
SLU	SASALU	"14.227113,76.108818"
SLV	SANDALPUR	"26.113828,78.196735"
SLW	SOHWAL	"26.752968,81.983757"
SLWR	SILAWAR	"29.505055,77.344651"
SLX	SELENG HAT	"26.782166,94.481907"
SLY	SAMALPATTI	"12.311744,78.484182"
SLZ	SOLARI	"19.800625,85.248156"
SM	SAMSI	"25.276327,88.009887"
SMAE	SAMUDRA GARH	"23.335557,88.324757"
SMBJ	SHRI MAHABIRJI	"26.684045,76.967554"
SMBL	SIMBHOOLI	"28.765251,77.983532"
SMBX	SAMBA	"32.528108,75.120006"
SMC	SAMNAPUR	"21.926804,80.174274"
SMCK	SHYAM CHAK	"22.363411,87.500439"
SMD	CHARANMAHADEVI	"8.678779,77.56176"
SMDM	SAMUDRAM	"10.652637,78.493495"
SMDP	SHAHABAD MD.PUR	"28.560627,77.071538"
SMDR	SIMODARA	"21.460098,73.092384"
SMDT	SEMMANDAPPATTI	"11.790442,78.026962"
SME	SHIMOGA	"13.927403,75.592461"
SMET	SHIMOGA TOWN	"13.943397,75.583534"
SMF	SAMAR GOPALPUR	"28.963543,76.516171"
SMGR	SAMAGURI	"26.415087,92.848034"
SMH	SIMRAHA	"26.182091,87.332554"
SMI	SITAMARHI	"26.594514,85.504847"
SMK	SAMALKHA	"29.240312,77.003174"
SMKR	SHAM KAURIA	"26.025473,84.837456"
SMKT	SOMANKATTI	"15.766236,75.632114"
SML	SIMLA	"31.102334,77.159472"
SMLA	SAMLAYA JN	"22.484446,73.302584"
SMLG	SHIMILIAGUDA	"18.30344,82.956905"
SMLT	SAMLOTI	"32.098572,76.360645"
SMM	SALIYAMANGALAM	"10.77918,79.275112"
SMND	SARMATANR	"24.349443,85.641861"
SMNE	SOMATNE	"18.951793,73.145084"
SMNH	SOMNATH	"20.895822,70.407944"
SMNN	SHRI MAKRI NATH NAGA	"28.180224,74.824963"
SMO	SEMAPUR	"25.524783,87.470741"
SMP	SHAMBHUPURA	"24.771149,74.641628"
SMPA	SHYAMPURA	"25.222491,75.232658"
SMPR	SHRI MADHOPUR	"27.457788,75.598454"
SMQL	SHAMLI	"29.444307,77.315941"
SMR	SAMDHARI JN	"25.837132,72.572937"
SMRR	SUMRERI	"24.007345,78.399811"
SMSR	SAMASWARA	"22.048891,79.335194"
SMT	SALAMATPUR	"23.461199,77.67231"
SMTA	SAMUKTALA ROAD	"26.484095,89.609642"
SMTG	SAHEED MATANGINI	"22.301564,87.907705"
SMTL	SIMARIATAL	"25.955575,78.2763"
SMTN	SOMTHAN	"20.444225,77.560215"
SMU	SAMBHU	"30.41922,76.699333"
SMV	SUMAOLI	"26.375876,77.894955"
SMVA	SOMESHWARA	"0,0"
SMWA	SOMESHWARA	"13.55639,77.513781"
SMX	SIMURALI	"23.041667,88.510494"
SMZ	SARAI MIR	"26.0278719,82.9236838"
SN	SUKNA	"26.790517,88.363123"
SNA	SADANAPURA	"22.602918,73.012905"
SNAD	SANIYAD	"21.917249,73.177185"
SNAP	SONA ARJUNPUR	"29.757373,77.452369"
SNAR	SRINAGAR	"25.35411,75.554867"
SNB	SATNAUR BADESRON	"31.257606,76.110921"
SNBD	SUNDERABAD	"23.104997,75.335827"
SNC	S NARAYAN CHPLA	"26.976698,82.404156"
SNCA	SINGRA	"25.984897,91.143411"
SND	SONDIMRA	"23.485369,85.783825"
SNDA	SANDHIA	"22.015793,73.763666"
SNDD	SINDHU DURG	"16.111792,73.67981"
SNDI	SENDURAI	"11.256152,79.168468"
SNDT	SINDRI TOWN	"23.661192,86.480083"
SNDY	SANDAI	"28.572764,79.991112"
SNE	SHENOLI	"17.200449,74.252601"
SNF	SANAT NAGAR	"17.461531,78.438563"
SNGN	SANGANER	"26.814573,75.772705"
SNGP	SINGHPUR	"23.257434,81.39719"
SNGR	SANGANAPUR	"19.188866,76.73667"
SNH	SAUNSHI	"15.207006,75.296001"
SNHR	SANKHAI	"23.796183,72.177086"
SNHT	SANHATI	"22.845845,88.7043"
SNI	SINDI	"20.816056,78.882952"
SNIE	SATH NARAINI	"25.794945,81.03904"
SNJL	SANJALI	"21.580189,72.989559"
SNK	SINDKHEDA	"21.234182,74.735527"
SNKB	SONKHAMB	"21.274099,78.725452"
SNKE	SUNEHTI KHARKHR	"29.913132,77.683554"
SNKG	SANKARAGUMMANUR HALT	"15.167246,77.235603"
SNKL	SANKARANKOVIL	"9.176669,77.526054"
SNKR	SANKA	"23.52732,86.616554"
SNL	SANAHWAL	"30.837836,75.9799"
SNLR	SANTALPUR	"23.759581,71.181965"
SNM	SITANAGARAM	"18.672267,83.375244"
SNMR	SONIYANA-MEWAR	"25.080779,73.971634"
SNMY	SINDRI MARSHALLING Y	"23.666695,86.465836"
SNN	SONEGAON	"20.628929,78.709316"
SNO	SOMANUR	"11.086817,77.18595"
SNP	SONIPAT	"28.989073,77.016993"
SNPH	SHANKAPUR HALT	"0,0"
SNPR	SINGARPUR	"27.116132,77.723637"
SNQ	SANKARPUR	"24.428083,86.638012"
SNR	SHYAMNAGAR	"22.828561,88.380203"
SNRA	SANWARA	"25.845011,83.909626"
SNRL	SANSARTALI	"19.528892,83.479443"
SNRR	SANSARPUR	"23.638234,80.30817"
SNS	SASNI	"27.730489,78.117428"
SNSI	SAINAGAR SIRIDI	"19.7806923,74.4805877"
SNSL	SONSHELU	"21.274179,74.662056"
SNSN	SONASAN	"23.491824,72.896004"
SNSR	SANOSARA	"21.754557,71.76733"
SNT	SAINTHIA	"23.949391,87.680855"
SNTD	SANTALDIH	"23.596711,86.483173"
SNTH	SONTHALIYA	"27.400728,75.532036"
SNU	SANGRAMPUR	"22.225389,88.32922"
SNV	SONDAD	"21.079375,80.093679"
SNVR	SANVATSAR	"19.89952,74.538631"
SNX	SANEH ROAD	"29.698491,78.459721"
SNYN	SONIYANA	"25.122906,74.62532"
SNZ	SHERGANJ	"28.380829,79.805202"
SOA	SANOSRA	"21.753999,71.76939"
SOAE	SOMRA BAZAR	"23.13886,88.432732"
SOD	SOJAT ROAD	"25.862043,73.755512"
SOE	SHEOPUR KALAN	"25.675258,76.700106"
SOG	SURATGARH JN	"29.323822,73.906918"
SOGR	SAGRA	"22.153306,84.459028"
SOH	SIROHI ROAD	"24.790592,73.039384"
SOHL	SOHAL	"31.973971,75.348101"
SOI	SONARIPUR	"28.480008,80.721016"
SOJ	SAROJINI NAGAR	"28.58113,77.196207"
SOJN	SIHOR GUJARAT	"21.725218,71.957617"
SOL	SOLAN	"30.908337,77.097931"
SOLA	SOVABAZAR-AHIRITOLA	"22.598124,88.355398"
SOM	SOMNA	"28.052894,77.948413"
SONA	SONAMUKHI	"23.295752,87.41066"
SONH	SEONAN HALT	"0,0"
SONI	SONI	"26.527415,78.555336"
SONR	SAONER JN	"21.387709,78.925266"
SOP	SHIUPUR	"25.355739,82.947292"
SOQ	SOMPUR ROAD	"15.421869,75.87244"
SOR	SONAGIR	"25.730478,78.408909"
SORI	SORAI	"23.551399,77.847919"
SORO	SORO	"21.290974,86.692429"
SOS	SOMESAR	"25.519826,73.450599"
SOT	SHOHRATGARH	"27.374511,82.969093"
SOU	SUPAUL	"26.117527,86.602993"
SOW	SOHSARAI(H)	"25.273766,85.529852"
SOY	SUKRIMANGELA	"22.90725,79.834557"
SP	SAIDAPET	"13.02398,80.224013"
SPAM	S PANAMBAKKAM	"13.094025,79.83284"
SPB	SONEKPUR HALT	"28.630487,78.693352"
SPBG	SIPRA BRIDGE	"23.173583,75.757599"
SPC	SITAPUR CITY	"27.583992,80.680075"
SPD	SUPEDI	"21.757268,70.379105"
SPDM	DUMRA	"25.09275,79.894638"
SPDR	SHEOPAARSAD NAGAR	"23.303478,82.789707"
SPE	SULLURUPETA	"13.696193,80.017891"
SPF	STUARTPURAM	"15.868223,80.407133"
SPGL	SARAI GOPAL	"25.548946,81.822567"
SPGR	SAMPIGE ROAD	"13.270523,76.761303"
SPHL	SHAMPURHALLI	"16.87556,77.0333"
SPJ	SAMASTIPUR JN	"25.858374,85.78743"
SPJB	SAIDPUR JALALABAD HA	"31.441259,75.156097"
SPK	SAPEKHATI	"27.110326,95.160828"
SPL	SUNDARAPRMLKOIL	"10.941782,79.30069"
SPLE	SUJNIPARA	"24.571324,88.036537"
SPN	SHAHJEHANPUR	"27.893784,79.904165"
SPO	SURPURA	"27.707087,73.442659"
SPP	SHAHPUR PATOREE	"25.639476,85.58135"
SPPR	SHUDNIPUR	"25.626205,82.640448"
SPQ	SORUPETA	"26.499919,91.070223"
SPR	SONARPUR JN	"22.443399,88.429813"
SPRA	SILLIPUR	"26.081917,77.031841"
SPRD	SINGAPURAM ROAD	"19.258403,83.402796"
SPRM	SITAPURAM	"18.814343,83.982754"
SPRN	SALEMPUR HALT	"0,0"
SPSR	SARPESWAR PH	"20.483306,85.745373"
SPT	SOMPETA	"18.981177,84.58138"
SPTR	SILAPATHAR	"27.597,94.723778"
SPV	SIVAPUR	"13.647155,75.939388"
SPX	SAPATGRAM	"26.334499,90.109348"
SPYA	SIPAYA	"26.564731,84.326248"
SPZ	SAMPLA	"28.781953,76.773319"
SQB	SINGHABAD	"24.917421,88.292313"
SQD	SATTIRAKKUDI	"9.400629,78.705268"
SQE	SAMRLA	"18.921389,77.792645"
SQF	SUKRITIPUR	"24.913218,92.582989"
SQJ	SAILA KHURD	"31.292744,76.077576"
SQK	SHANKAR	"31.13775,75.536327"
SQL	SONTALAI	"22.613258,77.950015"
SQN	SARAI KANSRAI	"25.516883,82.345448"
SQQ	SALAGAON	"20.56397,85.957117"
SQR	SULTANPUR LODI	"31.211443,75.202746"
SQS	SIGSIGI	"24.260737,83.853493"
SQW	SIDHWALIA	"26.334268,84.667425"
SR	SABLI ROAD	"23.01325,71.931696"
SRA	SEMRA	"26.721234,84.795227"
SRAS	SIRAS	"26.278024,75.989685"
SRBA	SARAGBUNDIA	"22.212517,82.732544"
SRBG	SAROBAG	"0,0"
SRBR	SURBARI	"23.231093,70.696507"
SRBZ	SEHARA BAZAR	"23.109891,87.804108"
SRC	SANTRAGACHI JN	"22.58382,88.283901"
SRDR	SARDARSHAHR	"28.438808,74.478378"
SRDW	SHRIMAD DWKPURI	"27.364221,79.569168"
SRE	SAHARANPUR	"29.960809,77.542019"
SRF	SAGAR JAMBAGARU	"14.142568,75.154552"
SRGH	SURAJGARH	"28.297957,75.731313"
SRGM	SRIRANGAM	"10.857668,78.696098"
SRGP	SARAGIPALI	"20.98364,84.564986"
SRGR	SARAYGARH	"26.281564,86.729679"
SRGT	SURENDRANAGAR G	"22.734865,71.636353"
SRI	SALMARI	"25.615834,87.838268"
SRID	SRIDHAM	"23.034243,79.484797"
SRJ	SHANKARGARH	"25.222491,81.678028"
SRJK	SURAJ KUNDA	"26.142648,81.202869"
SRJM	SIRJAM	"23.404104,86.835337"
SRJN	SIRAJNAGAR	"23.818171,88.27034"
SRK	SAMRAU	"26.86665,72.721596"
SRKI	SEMARKHERI	"24.289061,78.177853"
SRKN	SHEREKAN	"29.556884,74.426022"
SRKR	SALARKHURD	"0,0"
SRL	SAROLA	"18.947856,74.648495"
SRM	SARNA	"32.252878,75.578728"
SRMN	SEMRAO HALT	"25.394436,84.526405"
SRMP	SIRSI MUKHDUMPR	"28.633199,78.635159"
SRMR	SRIRAMPURAM	"17.122745,79.210911"
SRMT	SIRMUTTRA	"26.518814,77.375078"
SRNK	SORON SHUKARKSHETRA	"27.883694,78.748798"
SRNR	SRIRAMNAGAR	"16.306918,77.866244"
SRNT	SARNATH	"25.376058,83.032694"
SRO	SIRATHU	"25.650192,81.31741"
SRP	SERAMPORE	"22.754298,88.338361"
SRPB	SRIRAMPUR ASSAM	"26.428769,89.949875"
SRPJ	SWARUPGANJ	"24.660395,72.933555"
SRPM	SIRIPURAM	"16.413033,80.295553"
SRPR	SARUPSAR JN	"29.352704,73.694401"
SRPU	SRIPUR HALT	"25.253856,88.045292"
SRR	SHORANUR JN	"10.758985,76.272326"
SRRB	SHORANUR \'B\' CABIN	"10.759418,76.27055"
SRRG	SURERGOTH	"27.18273,76.605263"
SRSI	SARSI	"25.855825,87.298393"
SRSL	SIRSALA	"28.422958,75.128803"
SRT	SATUR	"9.357695,77.92172"
SRTE	SOOROTHEE	"26.657738,77.702694"
SRTL	SHERTALAI	"9.690952,76.325111"
SRTN	SIBSAGAR TOWN	"26.989548,94.643097"
SRU	SALEMPUR JN	"26.297878,83.923101"
SRUR	SIRPUR TOWN	"19.478973,79.560328"
SRVN	SRAVANUR	"12.743163,76.355324"
SRVT	SIRUVATTUR	"11.636264,78.943892"
SRVX	SURAVALI	"15.291637,73.939018"
SRW	SHRI KARANPUR	"29.844069,73.458366"
SRWN	SARASWATI NAGAR	"21.251862,81.604385"
SRX	SURA NUSSI	"31.380753,75.542164"
SRY	SIRARI	"25.133163,85.952897"
SRZ	SARDARGARH	"29.364374,73.740921"
SS	SHIRSOLI	"20.933384,75.508003"
SSA	SIRSA	"29.539113,75.034904"
SSB	SHAKURBASTI	"28.679519,77.134066"
SSC	SHAHI	"28.587763,79.690593"
SSCR	SONACHARA	"23.631314,87.148018"
SSD	SHAMSABAD	"27.469592,79.437847"
SSF	SIRSUPHAL	"18.306618,74.573307"
SSG	SHIU SAGAR ROAD	"24.999905,83.895893"
SSGJ	SURSARAIGHAT JHARA	"24.027181,82.108383"
SSGR	SISAI GULABRAI HALT	"26.282795,83.777275"
SSI	SHIRSAI	"18.314766,74.578114"
SSIA	SUISA	"23.196385,85.908623"
SSKA	SISARKA	"28.430959,78.845959"
SSKL	SUSKAL	"22.315937,73.805637"
SSL	SIRSAUL	"26.297801,80.463352"
SSM	SASARAM	"24.956336,84.019833"
SSN	SASON	"21.553369,84.03863"
SSNH	SREE SARADANAGAR HAL	"13.260999,76.454887"
SSNR	SATSANG NAGAR HALT	"24.49070743,86.68208063"
SSNS	SAHID SURAJ NARAYAN	"0,0"
SSPD	SADASHIVAPET RD	"17.488221,77.856846"
SSPH	SATISH SAMANTA PH	"22.194875,87.987957"
SSPN	SAI P NILAYAM	"14.160878,77.757969"
SSPR	SADASHIBAPUR	"20.735726,85.505133"
SSR	SARERI	"25.697226,74.623775"
SSRD	SHASAN ROAD	"22.34698,88.434963"
SSU	SASA MUSA	"26.527108,84.356632"
SSV	SASVAD ROAD	"18.456163,74.006653"
SSW	SARSAWA	"30.023996,77.42373"
SSZ	SADDA SINGHWALA	"30.017976,75.344238"
ST	SURAT	"21.206418,72.840643"
STA	SATNA	"24.569099,80.828197"
STB	SHANTIPUR	"23.263111,88.435478"
STBB	SATBERIA HALT	"23.047512,88.791504"
STBD	SULTHANABAD	"18.517784,79.328842"
STBJ	SITABINJ	"21.500193,85.79052"
STD	SATROD	"29.108526,75.82077"
STDB	SITAFALMANDI B	"17.427959,78.519909"
STDR	SATADHAR	"21.283616,70.720882"
STE	SAGARKATTE	"12.426015,76.46244"
STF	SIKTA	"27.024725,84.680901"
STH	SETHAL	"28.542759,79.566936"
STHL	SINTHAL HALT	"27.983942,73.594494"
STJT	SATHAJAGAT	"25.633324,85.866566"
STKT	SASTHANKOTTA	"9.031239,76.600885"
STKW	SULTANPUR KALIAWAS H	"28.460089,76.855373"
STL	SIMULTALA	"24.713465,86.541882"
STLB	SITLAPUR PH	"21.773608,87.672332"
STLI	SITHOULI	"26.145884,78.187294"
STLR	SITALPUR	"25.7689,85.036798"
STM	ST THOMAS MOUNT	"12.995066,80.199552"
STN	SITARAMPUR	"23.723754,86.896362"
STNL	SATNALI	"28.382188,75.966082"
STNR	SITALNAGAR	"28.04441,74.245262"
STP	SITAPUR	"27.558808,80.697842"
STPD	SITAFAL MANDI	"17.427959,78.519909"
STPM	S NARAYANAPURAM	"16.525468,80.647888"
STPT	SITAMPET	"16.797269,81.211066"
STR	SATARA	"17.688021,74.063387"
STRK	SITAPUR KUTHCERY HAL	"27.566912,80.688164"
STSN	SHAITANSINGHNGR	"27.051788,72.467709"
STUR	SATULUR	"16.254395,80.138741"
STVA	SATYAVADA	"16.799652,81.66966"
STW	SAHATWAR	"25.827861,84.295521"
STZ	SATRAON	"26.283257,83.821049"
SUA	SARDIHA	"22.380952,87.123985"
SUBR	SUBHAGPUR	"27.26287,82.018003"
SUC	SUNAK	"23.604419,73.210316"
SUCH	SUCHINDRAM	"8.149089,77.466402"
SUD	SUDHANI	"25.740065,87.871914"
SUDV	SUMMADEVI	"18.808777,84.467139"
SUH	SULEHALLI	"17.08583,77.055674"
SUI	SUI	"28.850989,76.0956"
SUIA	SURAINCHA	"27.33609,80.829678"
SUJ	SARJU	"27.111625,81.647816"
SUJH	SUJANGARH	"27.709063,74.463959"
SUJR	SUJRA	"29.012569,77.261181"
SUKP	SUKHPUR	"23.217211,69.617443"
SUKU	SUKU	"18.714789,82.726521"
SUL	SULADHAL	"15.995903,74.676819"
SULH	SULHANI	"30.872209,74.865389"
SUM	SUMMIT	"20.206307,74.333839"
SUMR	SUMER	"23.624866,77.879677"
SUNM	SUNAMAI HALT	"28.097272,78.220425"
SUNR	SURENDRANAGAR	"22.74476,71.630516"
SUP	SHRUNGAVARPUKTA	"18.116609,83.132901"
SUPR	SURAJPUR	"30.782401,76.888847"
SUR	SOLAPUR JN	"17.664306,75.893211"
SURI	SIURI	"23.890625,87.53314"
SURL	SURELI	"26.119069,76.077232"
SURP	SURATPURA	"28.665136,75.408955"
SURR	SURERA	"29.403712,74.696388"
SUT	SUTLANA	"25.971163,72.951794"
SUU	SULUR ROAD	"11.049544,77.1172"
SUW	SUKHISEWANIYAN	"23.34068,77.485886"
SUX	SUDIYUR	"9.603289,78.482695"
SV	SIWAN JN	"26.210664,84.359207"
SVA	SUWASRA	"24.070094,75.648594"
SVB	SAVNI	"20.994137,70.471115"
SVC	SIWAN KACHARI	"26.226295,84.348307"
SVD	SARWARI	"19.764927,75.939989"
SVDC	SIVADEVUNICHKLA	"16.535959,81.659274"
SVF	SRI VENKATAPERUMAL R	"13.511829,79.514554"
SVG	SAWALGI	"17.33966,76.711307"
SVGA	SIVAGANGA	"9.85344,78.499539"
SVGL	SHRIBAGILU	"12.755888,75.584564"
SVH	SONADANGA	"23.636583,88.354282"
SVHE	SISVINHALLI	"15.429109,75.314112"
SVI	SAGARPALI	"25.758155,84.098797"
SVJ	SAJIYAVADAR	"21.483741,71.162567"
SVJR	SIVAJINAGAR	"18.532148,73.851557"
SVKD	SAVARKUNDLA	"21.335272,71.312857"
SVKS	SIVAKASI	"9.463031,77.788954"
SVL	SEVALIYA	"22.807437,73.343868"
SVM	SANVERDAM CHUCH	"15.264024,74.10862"
SVN	SIVUNGAON	"19.101864,77.551632"
SVNR	SAVANUR	"14.967672,75.40844"
SVO	SANVRAD	"27.521517,74.518204"
SVPI	SHIVPURI	"25.438004,77.637806"
SVPM	S VENKTESWRPALM	"14.806251,79.981842"
SVPR	SRIVILLIPUTTUR	"9.497487,77.64493"
SVQ	SIVOK	"26.880354,88.468952"
SVRP	SHIVANARAYANPUR	"25.29053,87.332511"
SVT	SHIVPURA	"23.239296,75.976467"
SVTN	SHIVATHAN	"15.478166,74.519405"
SVUR	SEVUR	"12.972275,79.190311"
SVV	SRIVAIKUNTAM	"8.622266,77.906113"
SVW	SHIVNI SHIVAPUR	"20.674708,77.049351"
SVX	SAVARDA	"17.404537,73.515058"
SVZ	SARAI HARKHU	"25.856057,82.477884"
SW	SEHRAMAU	"28.361193,80.297012"
SWA	SAHJANWA	"26.763545,83.21517"
SWAR	SEWAR	"27.177691,77.425289"
SWC	SHIVRAMPUR	"25.219695,80.827103"
SWD	SANAWAD	"22.1759,76.074657"
SWDE	SIWAHA	"29.340434,76.456432"
SWE	SIWAITH	"25.577208,81.869431"
SWF	SATHIN ROAD	"26.49024,73.510208"
SWG	SIDHWAN	"31.095278,75.54667"
SWI	SWAMIMALAI	"10.942034,79.328585"
SWM	SAWAI MADHOPUR	"26.018069,76.35601"
SWNI	SIWANI	"28.911564,75.602589"
SWNR	SEWA NAGAR	"28.578869,77.227278"
SWO	SONWARA	"30.894565,77.004719"
SWPR	SEWAPURI	"25.35093,82.769709"
SWQ	SANGWI	"20.431517,77.586136"
SWR	SONUA	"22.576608,85.464191"
SWRT	SAHAWAR TOWN	"27.794515,78.831024"
SWS	SUWANSA	"25.698772,82.146492"
SWT	SHIVWALA TEHU	"27.382895,78.224545"
SWV	SAWANTWADI ROAD	"15.866242,73.785038"
SWW	SHAHNAGAR TMNS	"27.415967,78.25922"
SWX	SAIDANWALA	"30.916953,74.679394"
SXA	SAGPHATA	"21.574123,76.392231"
SXB	SAMBRE	"15.891338,74.593391"
SXC	SONDALIA	"22.681816,88.581905"
SXD	SIDULI	"23.647984,87.211018"
SXE	SILA KHERI HALT	"29.390103,76.613159"
SXF	SOBHAPUR	"22.727899,78.292351"
SXK	SHAJAHANPURCORT	"27.890522,79.913177"
SXN	SONAKHAN	"22.166899,84.519882"
SXP	SANKOPARA	"24.721729,87.928391"
SXQ	SUAHERI	"29.437056,78.191071"
SXR	SERNDANUR	"11.868695,79.517841"
SXS	SHOBHASAN	"23.542547,72.394452"
SXT	SALEM TOWN	"11.660096,78.162146"
SXV	SUKU	"18.714911,82.726321"
SXX	SALBARI	"26.546535,89.113798"
SXZM	SOPORE	"34.257784,74.451427"
SY	SIRKAZHI	"11.240705,79.726753"
SYA	SALAIA	"23.838741,79.907169"
SYC	SARAI CHANDI	"25.539421,81.974487"
SYE	SINDEWAHI	"20.29577,79.669075"
SYF	SEMAI	"26.282488,77.516098"
SYH	SAIYEDPUR BHTRI	"25.539344,83.232594"
SYI	SINGARENI COLRS	"18.447533,79.853954"
SYJ	SAIDRAJA	"25.253391,83.35104"
SYK	SAIDKHANPUR	"26.89819,81.461906"
SYL	SALPURA	"24.773331,76.732635"
SYM	SAVALYAPURAM	"16.102721,79.81945"
SYN	SAYAN	"21.317083,72.890167"
SYO	SIROLIYA	"23.289761,76.22057"
SYQ	SINHAN	"22.242391,69.743414"
SYU	SARAYAN	"27.396422,81.042967"
SYW	SINDURWA	"26.492391,81.56971"
SYWN	SAIYID SARAWAN	"25.495192,81.613998"
SYZ	SONAI	"27.570374,77.88723"
SZ	SALAWAS	"26.141261,73.013763"
SZA	SAROTRA ROAD	"24.377434,72.592335"
SZB	SARONA CABIN	"21.253142,81.573486"
SZE	SONARDIH	"23.791,86.264563"
SZF	SATBAHINI	"24.386502,83.84903"
SZH	SAONGA HALT	"21.520475,78.871536"
SZK	SUR KHAND KA KHERA	"24.139391,73.876362"
SZM	SUBZI MANDI	"28.668713,77.199726"
SZN	SHAHBAZNAGAR	"27.928446,79.88657"
SZP	SHAHJAHANPUR	"27.893632,79.904766"
SZR	SARUPATHAR	"26.195955,93.862381"
SZV	SIVADI	"12.039572,78.118544"
SZY	SILAK JHORI	"18.981948,81.672664"
SZZ	SABIRA	"21.236902,86.629257"
TA	TANUR	"10.97928,75.880337"
TAA	TADLA PUSAPALLI	"17.634534,79.947681"
TABU	TALABURU	"22.358629,85.756402"
TAC	TATICHERLA	"14.750149,77.594719"
TADA	TADA	"13.588428,80.035915"
TAE	TADALI	"20.034725,79.187393"
TAK	TARAKESWAR	"22.882422,88.013277"
TAKL	TAKAL	"21.648972,76.542263"
TAKU	TAKU	"22.488411,77.819896"
TALA	TALLA	"22.606068,88.379173"
TALL	TALL JN.	"25.371793,85.967846"
TAM	TILAIVILAGAM	"10.443078,79.559212"
TAN	TARANA ROAD	"23.264412,76.066847"
TAO	TAMNA	"23.268828,86.352153"
TAP	TAPANG	"20.053069,85.581179"
TAPA	TAPA	"30.303169,75.366383"
TAR	THARSA	"21.256262,79.41433"
TAS	THASRA	"22.797389,73.221302"
TAT	TUMMANAMGUTTA	"13.707534,78.379383"
TATA	TATANAGAR JN	"22.768584,86.20019"
TATI	TATI	"22.558062,84.918137"
TAV	TALALA JN	"21.04229,70.522614"
TAY	TALAIYUTHU	"8.795681,77.744036"
TAZ	TARGAON	"17.514252,74.155827"
TB	THARBITIA	"26.218903,86.657753"
TBA	TIMBA ROAD	"22.782038,73.386269"
TBAE	TRIBENI	"22.990318,88.398056"
TBB	TILBHITA	"24.677438,87.842731"
TBD	TELIBANDHA	"21.236102,81.67099"
TBH	TATIBAHAR	"27.118424,93.857746"
TBL	TARCHERRA BRLRM	"27.205328,77.104454"
TBM	TAMBARAM	"12.925766,80.118055"
TBMS	TAMBARAM SNTRM	"12.937938,80.131574"
TBN	TIMARNI	"22.37627,77.22981"
TBR	TAIABPUR	"26.392639,88.154297"
TBT	TALBAHAT	"25.039105,78.414402"
TBTN	THANA BHAWAN TN	"29.58137,77.402287"
TBU	THARBAN	"19.280036,77.709904"
TBV	TIMBARVA	"21.146312,73.144398"
TBX	TILBHUM	"24.466213,92.245846"
TCH	TIRUCHCHULI	"9.536950695,78.19712187"
TCL	TYAKAL	"12.984486,78.070908"
TCM	OTTANKADU	"10.344135,79.248333"
TCN	TIRUCHENDUR	"8.502084,78.117428"
TCNR	TIRUCHANUR	"13.63164,79.456043"
TCR	TRICHUR	"10.51448,76.207609"
TCT	TIRUCHCHITRMBLM	"10.332821,79.240093"
TDD	TADEPALLIGUDEM	"16.809841,81.526194"
TDH	TINDHARIA	"26.851871,88.333168"
